content,polarity
@sacedator  @agarzon  @Ainhat @Kelpie75 @EstherDPedroche  Escarbando para otra cosa encontré esto: http://t.co/3wj0FbfJWE,NEU
"@ahorapodemos como estan viviendo esta casta a costa de tanta hambre, y miseria, si este pueblo despierta algun dia, Pablo  presidente",P
@JorgeBellver @ritabarbera @DebatAlRojoVivo @cayo_lara @sanchezcastejon BELLVER. Habla d aval en la gestión. ¿Así llama al  expolio  de Vcia?,N
pues yo creo que el  25% que cree que el sol gira alrededor de la tierra  son los  votantes  del @PPopular,N
Somos LIBRES para luchar por el municipio que mereces. Somos  UPyD  Rivas Vaciamadrid... 'gente como tú.' https://t.co/neghIYBvTw,P
"@marianorajoy  @586ca1383e084c8 ?? tiene cojones, ó no tiene cojones el gallego. Encima va d intelectual el menda",N
. @UPyD  defiende el ferrocarril como instrumento clave para el desarrollo económico de #Palencia http://t.co/MgrqdxrYI0,P
"#MálagaDebate Cumplir la  Constitución ? El  @PPopular  debería repasarla, la tiene olvidada https://t.co/wuDAFdtSCJ",N
El @PSOE lanza el mayor  Portal de Transparencia  de la política española. http://t.co/FcOyTWZMr9 #Transparentes https://t.co/s5EXEv9r2Q,P
"@agarzon  No, lo digo porque Messi no sabe ni lo que gana, solo se dedica a jugar al futbol, y compararlo con el ladrón de  Botín  es de necios",N
""" @sanchezcastejon:  Tras apoyar a nuestros candidatos en Ourense, de camino a la Feria del Libro en Ponferrada"" a montarse en la noria",NEU
"@PSOE  y luego Podemos son los populistas, anda a pastar que esto ni es viable ni vais a hacerlo",N
@MVTARDE  @PPopular  mas bien corrompida,N
"Encuentran a  @sanchezcastejon  en Tenerife, en San Juan de la Rambla, dispuesto a comprar libros y rosas.",NEU
El  @PSOE  lanza el mayor Portal de Transparencia de la política española. http://t.co/kPbHVNivnD #Transparentes https://t.co/AQdVPxHBmu,P
"@rubenjuans @EPMurcia lo dicho..  #PPSOE  propuestas inalcanzables y engañosas, en  @UPyD  propuestas realistas y de ayuda al desarrollo",N
El  @PSOE  lanza el mayor Portal de Transparencia de la  política  española. http://t.co/qfGyCsj7Bv,P
@josepguijarro @Albert_Rivera @LorenzoFBueno @brunocardenosa  que orgullo firmar con un señor que dice ciertas cosas sobre  inmigración,N
"Estrategias digital públicas en Sanidad, tanto del Ministerio como del Ministro  @AlfonsoAlonsoPP  , innecesario http://t.co/Wnzl4edljP",N
"@Delote  @rosadiezupyd  Estrategia Simenone: Cuando no puedes con tu rival por las buenas, toca defenderse, embarrar el campo y juego sucio.",N
"@CiudadanosCs  vaya estafa de partido, se creen que somos tontos. #LaHoraAzulPP330  https://t.co/se4I43CSch",N
"#HechosNoPalabras  @UPyD  ha reclamado una Ley contra el maltrato animal, y endurecer sanciones http://t.co/UDA5z57ZrH http://t.co/HBiuikennn",P
Turno para nuestra candidata a la Asamblea de Madrid por  @iunida   @Montse_IzAb   @IUsanblas  http://t.co/CTQWD3Aglx,NEU
@PSOE  y ya mismo invisibles.,N
. @PSOE  lanza el mayor Portal de Transparencia de la política española. http://t.co/lvJdiSkGJt #Transparentes https://t.co/J80d4U5HfM,P
@davidsoria00 @ramonmarcos @VictorLDelgado @UPyD q decir del  PP  a estas alturas todos debieran estar dimitiendo en bloque,N
Os invito a entrar en la web de mi equipo y candidatura  @UPyD  para la Presidencia Com. Madrid http://t.co/uyqAGX3SGe http://t.co/GwZOm1iD5O,NEU
"Contrato Único Indefinido: La solución de  @UPyD  para reactivar, de verdad, el empleo. Es momento de innovar. http://t.co/tpnCoGBWkg",P
@Herzogoff  @UPyD   No hay base de dinero o legal para recurrir?,NEU
"@Paco_Glez_ @UPyD UPYD  hoy hace lo mismo. Deja impune a Mas y a los pujol o a Narcis Serra. Y todp queda en Bankia, que conviene a  Soraya .",N
@Pablo_Iglesias_   Hijo de puta mucho que dices que hay que publicar los sueldos pero lo que ganas de mecánico nada xD http://t.co/lg1NQOdbOG,N
"@iunida  les sobra nuestro dinero, que cutrez.",N
"Que gran verdad.Prioridad privado,el dinero.Prioridad público,el paciente. @SocialistesVa l  @XimoPresident   @PSOE   https://t.co/6Q5GejVtIz",P
El  @PSOE  pone en marcha el mayor portal de #transparencia política de España http://t.co/52eMFg7RDB #AsiSi https://t.co/Ilub4QfRam,P
Dice @Albert_Rivera que con la  reforma fiscal de @CiudadanosCs  el paro bajaría al 10%  http://t.co/VSpinFNyR4,NEU
"@PSOE  vaya, desde cuando un libro se come con lo que está cayendo??",N
"@Modess83 Casi 5 millones (4.970.720) andaluces no  votaron  al  @PSOE  el resto es cosa del sistema electoral, ademas ha sido su peor resultado",N
@sanchezcastejon  Si la Ley no lo permite porque pides una ilegalidad?,N
"@VivalaRepublic1 @CiudadanosCs @ahorapodemos @miguelmacho5029 ¡ Yá, pero los de  C's , yo sé, perfectamente que son unos, fáchas encubiertos.",N
El  portal de transparencia  del @PSOE se olvida de los bienes de la candidata de «Carbayo»,N
La candidata de  @iunida  a la alcaldía del ayuntamiento de Madrid  @RaquelLopezIU   interviene en el acto de San Blas. http://t.co/2pxx4OAHwV,NEU
"@nezarza77  @Albert_Rivera  Según ??la intención de voto,??los trolls,montajes y las mentiras.Yo no creo nada q no esté en el programa oficial",N
@Pablo_Iglesias_ Pablo  esto tiene que acabar ..espero que tu tomes cartas en este asunto.....,N
"pues la junta de #andalucia no lo es ,podeis darle lecciones de  trasnparecia  @PSOESanJeronimo @PSOE",N
"@Albert_Rivera ""Es buen síntoma ir consiguiendo que se hable de  reformas economico-sociales .A ver si se animan otros"" http://t.co/Cp8obxdZr4",P
"""La número tres de @CiudadanosCs de Madrid enmudece ante la  corrupción "" http://t.co/rfJDpdkHwD El millor és el tio: ""para eso votamos al PP""",N
"@serca1 @JJavaloys  @CiudadanosCs  Si es así, propón bajar todos los impuestos y reducir un 50 % el salario de todos los políticos.",N
"Esta vez sí,  @agarzon  en Sagunto. Cerca de 700 personas en el Teatro Begoña del Puerto http://t.co/wzgAGY77MT",P
"@EstherDPedroche @sacedator @marisamorenom @agarzon  De  IU , se les tendría que quitar el sueldo y dejar los escaños.",N
@CarinaMejias  @CiudadanosCs  @CsElMasnou Gracias a ti por tu tiempo!! Espero que nos veamos muy pronto,P
El  @PSOE  lanza el mayor Portal de Transparencia de la política española. http://t.co/3vRWAOQVWw #Transparentes https://t.co/f4DAvGMPa1,P
#CiudadReal Zamora (@PSOE) promete que el  Colegio de la Ferroviaria  se convertirá en la Casa de la Ciudad si gana... http://t.co/Kzb2mEpxAR,NEU
Ahí está el cambio que necesitamos  @agarzon  @guillesampedro @Superchango3 http://t.co/WSaAkxJjVJ,P
#RitaAlcaldesa: Gracias al Gobierno del @PPopular se han salvado las  pensiones  y los  sueldos de los funcionarios;  hay que seguir trabajando.,P
"Hola  @EsperanzAguirre  , asi que si  gobierna   @ahorapodemos  ya no se podrá votar libremente, y no como ahora, ¿no?   http://t.co/Z1sFvmpLNO",N
@marianorajoy   #Siria; Alá/Dios/Cosmos es amor. El amor no juzga. El amor entiende. El amor no hace ningún boicot. El amor no hace guerras..,N
"@agarzon ""El  PP  no quiere que el pueblo haga política"".",N
"@EstherDPedroche NO te hartes, sigamos trabajando por y para  IU  y no les dejemos conseguirlo.  @sacedator @marisamorenom  @agarzon",P
"@EstherDPedroche La debilidad no vale, ahora unión y a trabajar. @sacedator @marisamorenom  @agarzon",P
http://t.co/s6tIGNBx2w Es una pena que  @marianorajoy  no sepa inglés y no pueda leer estas cosas. Se lo resumo: It's very difficult protestar,N
@ahorapodemos  @ierrejon Tambien que las empresas (independientes o no) contactaran si estubieran interesadas seguro que avanzaríamos,P
"@Fercampos45 @sacedator @marisamorenom  @agarzon  qué coño debilidad ... Esto no hay que consentirlo, joder ya. Somos colaboracionistas",N
#sinpudor  Educación  permite un acto a Cifuentes en un instituto pero no a Gabilondo @PSOE @socialistes_cat http://t.co/fVt9qVjSRo  @La_SER,N
Momento de emergencia social. Que ha pasado con el  Articulo 128 Constitución española ? @agarzon @EUMorvedre,N
"@Henrythoreao @Pablo_Iglesias_ es posible q lleves razón, pero no hay más.  IU  por desgracia no termina de enganchar. Una pena. Salud",N
Nos jugamos los  derechos sociales  por los q nuestros abuelos lucharon @agarzon @EUMorvedre,NEU
@Pablo_Iglesias_  señor presidente usted pasara a la historia como el mejor presidente de la democracia de toda la historia del siglo XXI,P
@elbuhoXXI @mariano_alonsof @xpericay  @CiudadanosCs   el único problema lingüístico es que no se aprende el balear...,N
Estáis borrachos o qué; mira que decir @PPopular y @CiudadanosCs son lo mismo.En el  PP  hay más a repartir del saqueo https://t.co/XeFGKsVzlK,N
"Estos de  @iunida  cada dia dicen más tonterías en su desesperación y sangría política, compraros un bosque. http://t.co/bNGP5nIsxu",N
@PSOE  si sobre todo en Andalucía. Sois lo peor que os den bobos,N
@ahorapodemos @ierrejon esperemos De esta sociedad un cambio aunque  RAJOY  SE ESCONDA Y NO HAGA  CAREOS  EN TV CON PODEMOS.TIENE COBARDIA,N
"#RitaAlcaldesa: mientras la  oposición  ha estado detrás de la pancarta, el @PPopular ha estado trabajando por  España  http://t.co/9xF64Kqu6S",P
"@The_Iberian @joxeles2 @PSOE @sanchezcastejon Por que soy socialdemócrata? Por qué creo en las  políticas sociales , pero odio el  comunismo ?",P
"@agarzon :  @iunida  ""participa del sistema pero reniega del sistema capitalismo""",NEU
@agarzon   considero totalmente injustas las palabras vertidas por usted contra la Guardia Civil. Y espero que se retracte.,N
"@CiudadanosCs Deberíais explicar que vais a hacer con los productos que estan al 10% en el  IVA  y cambiar el PDF, estais perdiendo apoyos",N
La @chunta e  @iunida  renuncian a las ayudas para el transporte en las @cortes_aragon http://t.co/B4RYbmldKJ,NEU
"@sdzafra  @CiudadanosCs  imagino que será inevitable, es difícil controlarlo",NEU
@sanchezcastejon  Si dieras una vuelta por Andalucía aprenderías más nombres. De esta manera los 2 grandes partidos vais a tener poco q hacer,NEU
Hoy @SergioMartinTVE entrevista a  @EsperanzAguirre   Candidata del  @PPopular  a la Comunidad de Madrid  #LNaguirre http://t.co/CVEHF6f7ZB,NEU
"@ahorapodemos @ierrejon algo mas q meter la primera debía hacer x 5000 ese chofer de  Rita , no?",N
Los esfuerzos de  @marianorajoy  lograrán terminar con los malditos efectos del estalinismo,P
"@ierrejon  @ahorapodemos  Haber que me enteré, eso lo queréis cambiar? O es discutible también?",N
Las poquísimas dudas que uno podía tener sobre  @CiudadanosCs  están bien resueltas con sus medidas del  IVA . http://t.co/kS9gNsHFAo,NEU
"Guerra en  Podemos : Errejón  y  Bescansa  contra  Iglesias  y  Monedero , sobre la mesa grado de moderación ante la huida de votantes a @CiudadanosCs",N
@PSOE  mismos perros con distinto collar,N
". @sanchezcastejon  cuando  @PSOECantabria  haga el ridículo en mayo pq ni los más fieles les vamos a  votar , montas una gestora...",N
La inaceptable levedad del  PP  @Pablo_Iglesias_ @hchanelh,N
@MaximoFlorin @golindelasenda  @ahorapodemos  De acuerdo contigo. La población ribereña es apática en parte.,NEU
"@MaximoFlorin @golindelasenda  @ahorapodemos  Sin embargo en Murcia, todos van en el mismo sentido",NEU
"Monedero  se niega a contestar preguntas sobre Venezuela, los españoles exigimos políticos que contestan a todo como  @Albert_Rivera",N
.@eljukebox  @Pablo_Iglesias_  @evolutionfs 20 minutos de reloj ha estado eligiendo los libros q ponía en el montón para lanzar guiños ^^,NEU
Presentación de candidatura e inaguración de la oficina electoral de  @CiudadanosCs  Albacete.@Vision6_TV  http://t.co/x0x6UaQrru,NEU
Aconsejo ver esta tremenda recopilación de lapsus del  @PPopular  hecha por @Razvieu. No tiene desperdicio https://t.co/ChTU7t2neW,N
Hilillos de plastilina. Resumen de la  gestión  del .@PPopular,N
"@CiudadanosCs Hola, pido firmas para  dimisión  de  Rajoy  y  Montoro , gracias :  https://t.co/Ze7BsCaFCY",N
"La número dos de  Wert , Gomendio, deja el Ministerio de Educación y se va a la OCDE http://t.co/PtJVWQcNuR vía @wordpressdotcom",NEU
@sanchezcastejon  cada vez que abres la boca me echo unas risas #PutoAmo,P
@RafaelB81784034  @Pablo_Iglesias_  la hemeroteca hay montones de ejemplos a lo que me refiero como especulación economista.,NEU
"@Albert_Rivera  De verdad te interesan 4 pueblos de Madrid, con lo que se va sabiendo del ""clan Valdemoro""? Malo para las generales",N
"@sanchezcastejon  @diegocruzblog Aunque no iba a  votarle ,pero me decepcionó su forma de tratar el tema Chaves y Griñan.",N
Hola  @marianorajoy  ¿Usted cree que el Sol gira alrededor de la Tierra? Gracias,N
Cada vez me gusta más este nuevo  @PSOE   http://t.co/g7K9KEQ5jX vía @youtube,P
"y rodrigo rato no entra ala carcel, vamos todos a robar dinero si total no pasa nada  @marianorajoy",N
"1*perdieron la vergüenza,después el respeto y ahora buscan a sus votantes!solo deseo k paguéis con paro o cárcel esta canallada.  @PPopular",N
Un 25%. Trankis que con  wert  i su educación dentro de unos años sera 50%,N
"@ecd_ @Pablo_Iglesias_ http://t.co/HFokYkm4Rv  Vete a la mierda  Felipe Gonzales  ,sera hijo de puta el tio .Empesaremos a ver lo que hizo el",N
"Ser transparente no es decir, es Hacer y en el  @Psoe  ya han hecho lo que dicen. #PortalDeTransparencia #AsiSi  https://t.co/B4kNIBqC24",P
@muly_ Pues los números no engañan .. que me diga @PPopular o @ahorapodemos o @PSOE o @CiudadanosCs como hacer los  números  +,N
"En mi casa ya, llena de entusiasmo después de escuchar a  @sanchezcastejon  @luistudanca @TinoRodriguez82 y @cortesan http://t.co/LUENtklbbo",P
"Ahora ha salido el documento que acredita que los que eran antecesores del  @PPopular  fusilaron a Lorca por socialista, homosexual y escritor",N
"@xipirona  @RamonLuque1 No sabe ni si es  @iunida  Ganemos, Jodemos o Potemos, su cacao mental es digno de psicólogo.",NEU
"@iblanco_eu @esquerraunida @agarzon  @iunida   es curioso porque pais valencia no existe, no se donde vais a hacer el acto. Narnia esta cerca.",N
"@verukawww malditos sociatas  @PSOE  son el peor partido de España..porque han mentido, engañado y estafado a la clase obrera @PartidoPACMA",N
Sin desperdicio la reflexión de la periodista Victoria Prego sobre el  @PPopular  ?????? The walking seas xd xd http://t.co/Vb18ZIDeOR,N
"@Albert_Rivera  , que bajón de foto... ??????",N
Con @manolopezzi en la cena de @ACarmenCerdeira con @galaleongarcia y dejando claro q  @PSOE  apuesta x el deporte femenino,P
@muly_  @PPopular   @ahorapodemos   @PSOE   @CiudadanosCs  @mjdelrio Por eso es importante dar luz a la factura de la luz ... +,NEU
@cmdearcos @muly_  @PPopular   @ahorapodemos   @PSOE   @CiudadanosCs  el pool el 1er trimestre ha estado más del doble que en 2014. Suma peajes. NO.,NEU
#ExcelenteNoticia El Director de la @guardiacivil ordena acciones legales contra  @agarzon  . http://t.co/5oWW5bkcUU http://t.co/CHmr7qWBcy,N
"Premio Miguel Cervantes + reivindicativo de la historia,1 guiño a  #Podemos  por L premiado Goytisolo @ahorapodemos   http://t.co/JWElLPYKB3",N
@agarzon También se creen el  programa electoral  del PP.,N
"Sancionar las10 viviendas vacías q plantea @ahorapodemos es MUY POCA COSA, de acuerdo. Pero q no lo digan los  @iunida  q ni lo plantean!!",N
". @agarzon  Ojito, que hay muchos más que creen en la homeopatía, o que piensan que los transgénicos son perniciosos.",NEU
@agarzon  mas o menos el 25% de votantes del  PP ...,NEU
@agarzon  ¿De verdad te sorprende? Pocos me parece...,NEU
@agarzon  ahora me encajan los resultados en las elecciones...??,NEU
"@agarzon  eso es lo que le gusta a la iglesia catolica, la que vive del dinero público, que nada cambie, no sea que se vean sus mentiras",NEU
@Ismael_Rastoll ¿Perdón? ¿Por avisar de un artículo de prensa local? Pídanselo al medio y disculpas si no les interesa.  @CiudadanosCs,N
"@agarzon  OMFG. Y si no han leído sobre este tema en la puta vida, como esperamos que se lean los programas electorales a la hora de votar?",N
@kolontai1959 puf! aquí en Euskadi el gran padre del problema de vivienda pública vacía se llama MADRAZO y aún sufrimos los efectos  @iunida,N
Me da vergüenza ajena todos aquellos políticos q pierden el tiempo en criticar en vez de trabajar en propuestas  @CsAlcorcon   @CiudadanosCs,N
"@PSOE  sí, cada vez más transparentes.. Dentro de poco ni se os ve... Porfa, haced algo por no desaparecer, que otros son peores...",P
@PSOE  @andresysara10 jjjjjaaaa pero  que me estáis contando???vosotros gobernar  nunca más chorizo,N
@agarzon ese 25 falto a clase estaban mitin d  pp,N
@CiudadanosCs @Albert_Rivera @Cris_Segui_ Lo más alucinante en política.  CŽs  vino a limpiar y lo embarraron todo en Getafe. Vergonzoso.,N
"@El_Intermedio @Fgarea @PSOE  El q se dedique a la. POLITICA  no podrá recibir ninguna otra retribución. Si no interesa, q cambie d EMPLEO",NEU
"@LasitoNiko  @PPopular  ni amigos ni leches, el que defienda lo de Hipercor es un malnacido. Me da igual colores políticos.",N
#PueblosSinUrgencias. En la comarca de Camp de Turia @PPopular encargo de Joder a la comarca y 14 pueblos cerrando  urgencias  y privatizando,N
@agarzon Nada raro: Un 25% cree que el  PP  arreglará la economía.,P
@agustinandrespe  @CsAlcorcon   @CiudadanosCs  Y los que se gastan lo que no tienen mas de 1millon en publicitar su ego que? #alcorcon,NEU
Que dice este señor que el  @PSOE  no necesita  regeneración . PIM PAM https://t.co/iSBhqEUlOs,N
Nada mejor para Sant Jordi que recibir un buen e interesante libro de  @Albert_Rivera  Preparada para un cambio sensato http://t.co/u1QqMoSMNv,P
@ahorapodemos ....así cocinan en el  PP  https://t.co/5hPLKRPc5P,N
"@agarzon  Si. Yo lo leí en La Razón. Pero el titular era ""El 75% de los españoles saben que la Tierra gira alrededor del sol"". Y así todo...",NEU
@agarzon  En este país la educación siempre se ha utilizado como arma arrojadiza entre partidos. Nunca fue prioritario fomentar la cultura.,NEU
@Josema_Ruiz @tonimarrajo  @ahorapodemos   @Podemos_CT  Tomando nota!!,NEU
@Cs_Cordoba @Cs_Andalucia @CiudadanosCs  Mañana gran día presentación candidaturas Lucena y Baena. Es un honor acompañarlos. Todos sumamos,P
Gracias a tod@s los q nos acompañasteis hoy con  @sanchezcastejon  @marbarcon y  @jrgomezbesteiro  para #reiniciarCoruña https://t.co/lpxslQqR5R,P
@kolontai1959  @ahorapodemos  Ojalá que de aquí a unos 20 años los centros sociales sean parte indispensable de la construcción de sociedad,NEU
"@teremaldon @El_Intermedio @Fgarea  @PPopular  A mi particularmente ya nada me extraña es alucinante menuda trama, si se supiera todo.....",N
@agarzon  ¿serán los mismos que aún no saben que el  PP  es una organización criminal?,NEU
@agarzon  Así se explica el miedo que tienen algunas personas a que algo se mueva: se les descoloca el mundo. Agarraditos  a las barandillas,NEU
@agarzon  Y un 95% que tu estas mejor en tu casa. Cada vez que hablas de algo sube el pan..,N
@agarzon jolin k mal!!! Menuda  educancia  tenemos!!!,N
#AsíSí @PSOE !  #Transparencia  es #democracia y #libertad  https://t.co/c4vkF8LcQ9,P
"@dunker @WormHolePro pero quién coño los elige  @PSOE  ?ojalá fuera un montaje,pero vivimos donde se cree q el sol gira a nuestro alrededor",N
@MiguelSicilia2  @PSOE  @martasaavedraD Porque según la lógica retorcida de esta srita entonces todos los vascos son presuntos eterras.,N
"#Bierzo  Pedro Sánchez:  ""Vamos a hacer posible la España de las oportunidades""  @PSOE   @SanchezCastejon  http://t.co/2ou36BCTrl",P
@PPopular @marianorajoy pido/exijo/ruego el cese inmediato de  @anapastorjulian  su incompetencia es un peligro para el interés general.,N
"@sanchezcastejon  que gracioso tu Community Manager.Estaria bien ver las cuentas del antiguo equipo del psoe,Zapa,Blanco,Bono..",N
"Hombre, con tanto católico RT  @agarzon  Agárrense. Un 25% de los españoles cree que el sol gira alrededor de la tierra. http://t.co/kV3arytJZ1",NEU
@CiudadanosCs @monica_cobo ¿Ha puesto  CŽs  al frente de la lista de Getafe a una persona en baja laboral? ¿Eso no es fraude a España?,N
Me parece mal que hoy en Zaragoza me haya recorrido la calle Independencia entera y no haya podido comprar un libro de  @Pablo_Iglesias_,P
Pero gira o no gira alrededor del sol? aclararalo porfa!  @agarzon,NEU
"@ahorapodemos  de verdad,  errejoncillo , duermes por la noche con tanta hipocresía? Qué tío.",N
@MiguelSicilia2  @PSOE  @martasaavedraD Exacto. Odiemos a todos los alemanes por las calamidades de los nazis.,NEU
"@HoyPorHoy  @CiudadanosCs   @Albert_Rivera  Sin duda Sr. Rivera, como todos, merece un voto de confianza. ¿pero viniendo de nuevas generaciones",NEU
@marianorajoy  ah Y me descuidaba RATO.,N
@agarzon espero que uno no Sea jaja  pedro sanchez  que esta en Soria viendo a machado,N
"#PPcajaB  te roba,  #PsoeReyDeEres  te roba,  #PodemosFugaDeCapital  no habrá que robar, Para todo lo demas  @CiudadanosCs",N
Varapalo al  @PSOE de la Junta Electoral Central  en relación con este vídeo | Noticias y Deportes Guadalajara http://t.co/QqaDhJADng,N
"@crisloble @pedroacedo @fmolinaalen @jcperdi  @Nngg_Merida   @PPopular  art. 50.2 de la Ley Electoral"". http://t.co/QRMXFL7fif Cumplimos la ley?",N
@sanchezcastejon @PSOE  transparencia y aire fresco tenemos que ser limpios y trasparente y que los votantes vuelvan a confiar en nuestro prt,P
A  garzon  deberían darle una lección! Puede decir cualquier descerebrado  político  tonterías? Parece que si! Pues no  https://t.co/4beJa1Z1jd,N
""" @agarzon:  Agárrense. Un 25% de los españoles cree que el sol gira alrededor de la tierra. http://t.co/0xIGmhz1eU"" Qué país, señor. #Mátome",NEU
Moción de censura al  gobierno del PP ... YA @PSOE @sanchezcastejon no se aguanta ya tanta  corrupción,N
@CiudadanosCs  @jafspar  @Albert_Rivera  que chisposo,P
@MEspinosa_  @Pablo_Iglesias_  @PodemosCMadrid  qe buenas que estas,P
RT  @PSOE  Cuentas: http://t.co/pKPPW5npCs; Declaración de bienes de Wenceslao López: http://t.co/CdaCjQwoNM #OviedoConWences #Transparentes,P
@sanchezcastejon  @justinaviajera No ese el nivel que esperamos de quien quiere gobernar. Lo siento.,N
"@agarzon  hay paranoicos que usan la física para ""demostrar"" eso y que la tierra es plana. Además, no me sorprende siendo España.",NEU
".@CarolinaPunset candidata de  @CiudadanosCs  a la Generalitat V., es una persona normal haciendo cosas extraordinarias http://t.co/edAWXvvOr9",P
"@marianorajoy  vamos la biblia no la lee, porque como regala dinero a la iglesia en nombre de todos los españoles entiende q esta perdonado",N
"@RafaelB81784034 @everian777  @Pablo_Iglesias_    Señores, como la economía son matemáticas puras y duras si van por humanidades?",NEU
Llevar canals de parla catalana pot dur a veure el #NODO de @tve1 a la força. Això pensau espanyolets del  @PPopular  ? #estimlamevallengua,N
"@PSOE @mariagv Y 135, recortes a la dependencia y no frenar los  desahucios  #imperdonable",N
"Los socialistas solo entendemos una manera de hacer  política , aquella que pone a las personas en el centro de la vida pública.  @PSOE",P
"@AlejandroRep18 @ClaramunJavier  @PPopular  @Razvieu  Muy bueno! Y se ve que  Rajoy  cuando no lee, se puerde! Muy fuerte!",N
@j02uanca @voz_populi En algunos sitios ya han pactado sillón algún Tte Alcalde independiente qe gobierna con  PP  y ahora va x  @CiudadanosCs,N
"@sanchezcastejon @PSOE  Tu, en la web del  psoe  pondrás lo que a ti te interesa. ¿Te tengo que recordar que estuviste en Bankia,  corrupto ?",N
"Hola  @marianorajoy   Que @NicolasMaduro tiene más seguidores que tu, que lo sepas!",N
@PepitoGrillo_cs @CiudadanosCs @Albert_Rivera Eso en teoría lo hace  Podemos . Pero creo que a las bases ya no les hacen ni p caso,N
@BluRadioCo  @marianorajoy  Muertes de inmigrantes refugiados en el Mediterráneo ocurre con la soterrada complicidad del mundo entero. Triste!,N
@PPopular . Protestar no es ilegal! Democracia sin mordaza!,N
@logela @kolontai1959  @iunida  Hay mucha diferencia lo que han echo algunos ayuntas y otros con las mismas leyes en la mano.,N
"@urbeltzen @kolontai1959 en el asunto del  suelo , ha habido un gran burdel nacional con barra libre y mucho, mucho dinero fácil. @iunida",N
http://t.co/IoHcDMgCme.  Pactar algo con Bildu es asqueroso y bochornoso.  @PSOE  . El  pse-ee  es deleznable y oportunista. #asco,N
¿Soportaría  @CiudadanosCs  una campaña de acoso y derribo como la que sufrió  @ahorapodemos ? Una pista: https://t.co/Ug4TI1mnii,NEU
"Arcadi, Isabel San Sebastián y demás desechos de la derecha casposa que terminaran por joder un  partido  que prometía mucho  @CiudadanosCs",N
"VERGÜENZA de  @PPopular   @PPCatalunya  ¡¡¡NI UN VOTO MÁS, NI UNO MÁS!!! https://t.co/o9XpaE8PkH",N
"@isaranjuez @Jordivll @PPopular Hay que hacer test de intelig.  al  votante  del PP, o no entiende que la corrupcion es general o le esta bien",N
"@Mariajesusdm93 q mejores? Si ninguno es capaz de hablar ingles, tienen problemas de dicción como  @marianorajoy  etc",N
@sanchezcastejon un acosador de homosexuales..  http://t.co/pG2irBLFWX,N
@IsaIsabel_9 @ridermarina  @sanchezcastejon  otro ejemplo más del PPSOE que se aproxima,N
"@agarzon  justo el porcentaje que votará al  PP  en las próximas, no digo más",NEU
@Mhemeroteca  @iunida  @jorgewololo esa fecha cuando  IU  pidió la regularización de la prostitución voluntaria en España,NEU
".@Juancassa ""Vamos a ser responsables para con . @CiudadanosCs  y para los malagueños/as"" #SucedióEnMálaga-On Live @101tvMalaga",P
@andresysara10  @PSOE  igual que yo lo tengo clarisimo y cada día más viendo todo el mamoneo que hay,P
"@Aquiles_AE @MVTARDE @ahorapodemos nooo, son los corruptos de  PPSOE",N
"@agarzon  @Dv9700 muy bien, el  PP  puede hacer cosas en las que no importe la ética, a los demás si hay que exigirles ética y legalidad.",P
"@ecd_  @EduMadina   @PSOE.  Se presentará por ""podemos"", ya que es un pro-etarra más.",N
@andresysara10  @PSOE  ojalá  yo creo que si saludos:)))),P
"@sportbloke  @agarzon  Jose, en España abunda esta fauna, mucho más que en otro países según parece https://t.co/SyCCaz8II7",NEU
@sanchezcastejon  ....acosador http://t.co/Hvau62MuM6,N
@Albert_Rivera  no defraudeis y no pacteis con  susana  solo a cambio de griñan PSOE FUERA de Andalucia ya por favor Son LADRONES TODOS30añosya,NEU
@mromanza  @AhoraMadrid   @manuelacarmena   @iunida  El juego sucio contra  IU  no cesa. A qué temen?,N
@mjestevez @verdadesofenden  @sanchezcastejon  @La_SER aggggg son degenerados  hasta para hacer los carteles electorales que vergüenza  y asco,NEU
@Luismita  @PSOE  con leer la bio de mi perfil basta.,NEU
@agarzon  empeñado en perder  votantes . Su última cagada mencionar a Messi entre los defraudadores con lo que tenemos en este país...,N
@caguirre2000 @verdadesofenden a La Tuerka de  @Pablo_Iglesias_  lo van a poner de trofeo en la sede de  @ahorapodemos,N
Muy bueno  @marianorajoy  difundiendo noticias en un idioma que no conoce https://t.co/b71NoUwqcK,N
@mjestevez @verdadesofenden @sanchezcastejon hombre aunque sean del  psoe  no se puede ser tan gilis,N
@RobertoInguanzo @juan_rosell_ sí .  @sanchezcastejon  repite lo de clase media trabajadora hasta la extenuación,N
"@bgutman2  @Albert_Rivera  Todos adolecen de ""algo"" pero UNOS más que OTROS",NEU
"@Santisierra17 @jordievole  @PSOE   @carmechacon  este jeta sabe bien lo que dice como el mafioso Cabeza Cero Ferreras, mírales la c corriente",N
"@marianorajoy  ELIMINEN EL LIBRE MERECADO,CREADOR COMPETENCIA DESLEAL EN EL SECTOR PRIMARIOenGy RURAL en PARTICULAR REPARTO BENEFICIOS AMÉN++",N
"#ElCascabel jejeje,ya solo falta ver a MaduroRajoy y su  @PPopular  comiencen a pedír el voto a los  corruPPtos  barruntando batacazo electoral",N
"@marianorajoy  DIGNIFICAR Y VALORAR, PERSONAS Y ACTIVIDADES MUNDO RURAL ALICAR MATER MAGISTRA=reparto de BENEFICIOS.equitativaYproporcional++",P
@marianorajoy  Este es vuestro objetivo:http://t.co/i1SFj3o2JU ...so pedazo de...,N
